varnames = FOB xcoord ycoord zcoord pitch roll yaw casenum
1 12.49 12.74 -7.06 111.31 -7.25 15.16 409
2 13.84 5.48 -7.11 98 13.95 18.44 410
3 16.6 -0.34 -8.31 -135.51 -52.45 -23.58 411
1 12.56 12.7 -7.05 111.16 -7.34 15.18 412
2 13.86 5.47 -7.11 97.98 13.91 18.48 413
3 16.62 -0.38 -8.32 -135.31 -52.49 -23.8 414
1 12.58 12.68 -7.04 111.14 -7.36 15.18 415
2 13.9 5.45 -7.11 97.95 13.84 18.5 416
3 16.64 -0.38 -8.32 -135.24 -52.47 -23.84 417
1 12.62 12.66 -7.03 111.09 -7.4 15.18 418
2 13.92 5.44 -7.1 98 13.78 18.5 419
3 16.67 -0.39 -8.32 -135.15 -52.47 -23.93 420
1 12.65 12.65 -7.01 111.12 -7.43 15.16 421
2 13.93 5.44 -7.1 98.04 13.75 18.54 422
3 16.69 -0.4 -8.31 -135.11 -52.49 -23.97 423
1 12.66 12.65 -7.01 111.14 -7.4 15.14 424
2 13.94 5.44 -7.09 98.11 13.75 18.54 425
3 16.69 -0.41 -8.31 -135.18 -52.56 -23.99 426
1 12.66 12.64 -7.01 111.16 -7.36 15.18 427
2 13.94 5.44 -7.09 98.15 13.75 18.57 428
3 16.7 -0.41 -8.3 -135.15 -52.58 -23.97 429
1 12.67 12.63 -7.01 111.16 -7.29 15.18 430
2 13.94 5.43 -7.08 98.17 13.78 18.52 431
3 16.7 -0.41 -8.3 -135.22 -52.67 -23.93 432
1 12.67 12.63 -7.01 111.18 -7.27 15.16 433
2 13.94 5.44 -7.08 98.24 13.82 18.54 434
3 16.71 -0.41 -8.3 -135.24 -52.69 -23.91 435
1 12.67 12.63 -7.01 111.23 -7.23 15.18 436
2 13.94 5.44 -7.07 98.31 13.86 18.54 437
3 16.71 -0.41 -8.29 -135.29 -52.76 -23.84 438
1 12.66 12.63 -7.01 111.25 -7.19 15.21 439
2 13.94 5.45 -7.07 98.35 13.89 18.57 440
3 16.71 -0.41 -8.28 -135.33 -52.84 -23.77 441
1 12.67 12.63 -7.01 111.25 -7.19 15.18 442
2 13.94 5.45 -7.07 98.39 13.95 18.59 443
3 16.71 -0.4 -8.27 -135.31 -52.89 -23.75 444
1 12.66 12.63 -7.02 111.27 -7.12 15.21 445
2 13.94 5.46 -7.06 98.39 14 18.57 446
3 16.7 -0.38 -8.27 -135.4 -53 -23.69 447
1 12.66 12.63 -7.02 111.29 -7.08 15.21 448
2 13.93 5.47 -7.06 98.44 14.13 18.59 449
3 16.7 -0.36 -8.24 -135.59 -53.15 -23.51 450
1 12.66 12.64 -7.02 111.29 -7.03 15.23 451
2 13.92 5.5 -7.05 98.44 14.3 18.59 452
3 16.69 -0.36 -8.22 -135.75 -53.22 -23.36 453
1 12.66 12.66 -7.03 111.31 -6.88 15.18 454
2 13.91 5.53 -7.04 98.44 14.39 18.59 455
3 16.68 -0.31 -8.2 -135.97 -53.37 -23.2 456
1 12.65 12.71 -7.03 111.34 -6.68 15.12 457
